Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04936:Alcoholic liver disease	23	1.7968749999999998	0.0019901837604237426	MAP2K3, SCD5, LY96, CXCL1, CXCL3, CXCL2, TNF, NFKB1, C2, C3, NFKBIA, MAPK11, IL6, IL1B, TRA2B, FAS, NOX4, IL12A, TAB2, IKBKE, MYD88, MAP2K6, MAP3K5	625	115	6242	1.9974399999999999	0.4776651278695897	0.013804253316981704	0.01151765920926081
KEGG_PATHWAY	hsa05150:Staphylococcus aureus infection	11	0.8593750000000001	0.0021215199325629692	C3, KRT19, KRT18, C1S, C1R, KRT15, PTAFR, HLA-DOB, CFB, ICAM1, C2	625	36	6242	3.051644444444445	0.4996013385335648	0.014408656208656834	0.012021946284523494
KEGG_PATHWAY	hsa04514:Cell adhesion molecules	22	1.7187500000000002	0.00228033788516792	CADM3, CNTNAP1, CD40, VCAM1, SDC4, HLA-B, HLA-C, HLA-A, PDCD1LG2, HLA-F, SELE, CLDN1, HLA-G, ICAM1, CLDN5, ALCAM, CLDN14, SDC1, NRCAM, ITGAV, HLA-DOB, ICOSLG	625	109	6242	2.015765137614679	0.5249043048014428	0.015171227562545754	0.012658202138074986
KEGG_PATHWAY	hsa04659:Th17 cell differentiation	18	1.40625	0.0029854310467162877	STAT5A, IL1R1, STAT1, IFNGR2, EBI3, TYK2, NFKB1, TGFBR2, NFKBIA, MAPK11, PPP3CA, IL6, IL1B, STAT6, NFKBIE, JAK3, HLA-DOB, NFKBIB	625	83	6242	2.165898795180723	0.6226968130581174	0.019465010424590194	0.016240744894136606
KEGG_PATHWAY	hsa05170:Human immunodeficiency virus 1 infection	31	2.421875	0.0045774069889480615	CXCR4, PIK3R2, SAMHD1, TNF, GNAI1, PPP3CA, GNG2, GNA11, PTK2B, MAP2K6, MAP2K3, APOBEC3F, APOBEC3G, HLA-B, TAP2, HLA-C, TAP1, HLA-A, HLA-F, HLA-G, NFKB1, TAPBP, BST2, NFKBIA, MAPK11, FAS, TAB2, MYD88, CUL4B, APOBEC3B, TLR2	625	184	6242	1.6826260869565217	0.7758994444439021	0.029259503497981728	0.02441283727438966
KEGG_PATHWAY	hsa04672:Intestinal immune network for IgA production	9	0.703125	0.00483780527269153	IL15RA, IL6, CD40, IL15, CXCR4, HLA-DOB, CCR10, ICOSLG, TNFSF13B	625	28	6242	3.2101714285714285	0.7942208511452852	0.03000766650902963	0.025037071443116742
KEGG_PATHWAY	hsa05161:Hepatitis B	26	2.03125	0.004878547009136719	PIK3R2, TNF, IFIH1, CREB3L1, PTK2B, STAT6, JAK3, IKBKE, MAP2K6, MAP2K3, STAT5A, STAT1, STAT2, TYK2, NFKB1, TGFBR2, NFKBIA, MAPK11, CREB3, IL6, IRF7, FAS, TAB2, MYD88, TLR3, TLR2	625	146	6242	1.7785424657534246	0.7969490659325233	0.03000766650902963	0.025037071443116742
KEGG_PATHWAY	hsa05320:Autoimmune thyroid disease	8	0.625	0.0056660570808987395	CD40, HLA-B, FAS, HLA-C, HLA-A, HLA-F, HLA-DOB, HLA-G	625	23	6242	3.473808695652174	0.8431377809721521	0.03420619645135165	0.02854013937045291
KEGG_PATHWAY	hsa04350:TGF-beta signaling pathway	19	1.484375	0.006135110567729793	SMAD1, NRROS, TFRC, SMURF1, FST, INHBB, INHBA, LRRC32, GDF6, SMAD6, TNF, LTBP1, BMP6, TGFBR2, SMAD7, BMP2, BAMBI, ID1, FBN1	625	96	6242	1.9766333333333332	0.8655020748642713	0.0363644735469075	0.03034091044404552
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	40	3.125	0.0067676170770444195	CSF1, PDGFB, EFNA5, TNF, EGFR, RELB, RASGRP3, FGF5, PPP3CA, MKNK2, KDR, MAP3K8, PRKACB, MAP2K6, MAP3K5, MAP2K3, DUSP4, MEF2C, ANGPT2, IL1R1, GADD45A, PLA2G4C, VEGFC, DUSP8, PGF, NFKB1, TGFBR2, NFKB2, VEGFA, EFNA1, MAPK11, IL1A, FGF16, IL1B, FAS, TAB2, MAP3K13, MYD88, MAP3K11, MAP3K12	625	262	6242	1.524763358778626	0.8907091417022074	0.0393971994127943	0.03287128294564432
