symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
CYTIP	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
NNAT	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSD17B11	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
RHOV	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAML1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
MDH2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ONECUT1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNQ4	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRKDC	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
IFITM2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDK2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP5MC2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PALD1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC39A2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDRG4	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPP2R2B	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
THOC1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCRL2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
BTBD7	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
NMB	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC14A2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000279284	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
EGR2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP10D	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CBLB	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CNMD	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CNN3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
DUXAP9	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLMAP	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
RBMS1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PHGDH	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL4R	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDCA7L	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
GOLGA8B	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD1B	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PIM2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ALDH18A1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
NAA50	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CBR3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000280371	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
TEX41	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYP8B1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
HRG	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
TSPOAP1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
SARNP	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANKS3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRTAP	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRPF6	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLEKHO1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ECH1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDK3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPOX	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
IGSF5	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
XG	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
MOG	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
MUCL3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
LAMC2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
SNHG7	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCMR	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
FAT4	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTPRN2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC39A7	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
FFAR2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
LARP1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
SPG11	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCC4	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
LRRFIP1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
GOLM1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PIP4K2C	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PNKD	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
B4GALNT1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
IFNAR1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
PIP4K2A	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCNA2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
IFNAR2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
HOXC8	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACD	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPC4	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
NOG	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
S100A7	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
CAPZA3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ALOXE3	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPR158	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANKRD42	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
HCG21	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
WNK4	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
NRXN1	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
KISS1R	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
NPAS2	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data
MEF2C	0.0029439088647051415	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRPM4	0.0029361066233284643	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSPB7	0.0029361066233284643	No data	No data	No data	No data	No data	No data	No data	No data	No data
DACH1	0.0029361066233284643	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINB1	0.0029361066233284643	No data	No data	No data	No data	No data	No data	No data	No data	No data
OPA1	0.002902844436406841	No data	No data	No data	No data	No data	No data	No data	No data	No data
MLKL	0.002902844436406841	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLP1	0.002902844436406841	No data	No data	No data	No data	No data	No data	No data	No data	No data
MYH6	0.002902844436406841	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDXP	0.002902844436406841	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC16A1	0.002902844436406841	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL20	0.002843711659657289	No data	No data	No data	No data	No data	No data	No data	No data	No data
GMCL2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
NBN	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLN5	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP2K2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
RBL2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRHR2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHRNA3	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
MSN	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYP2C18	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
HMOX2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD226	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
PNLIPRP2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCL1	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAZ	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP2K2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
RELB	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLCD1	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
TPPP3	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
NBN	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNA5	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLEK	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
TOR1A	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
REL	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
RBL2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
CPB1	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAS1L	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
GMCL2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
GMCL1	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
ISL1	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
H3P14	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRHR2	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
MTLN	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data
DHCR7-DT	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
SRXN1	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
TWSG1	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNFRSF10B	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
TLR7	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
NPDC1	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
HNF1B	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
KSR2	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRB3	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
EIF6	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
OGA	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
XIST	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
CA6	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
UBD	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
RASEF	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data
ALAS1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINA5	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
RHD	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC25A6	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
RASA1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
NPTXR	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
UBQLN1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
DYNLRB1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
SUCNR1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAN	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
BBC3	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
NIF3L1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRIM27	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
DGKB	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CREB5	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
IGKV1-16	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCL23	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
MCPH1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
GYPE	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
TERF1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCGR2C	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
LYST	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
AGRN	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLXNB1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
HCG22	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD81	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDZK1IP1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
EIF3E	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
HTR5A	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
DNTT	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
IBSP	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYRIB	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP6V0D2	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRRC2A	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
SND1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
RLN3	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
FDXR	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC25A6	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRYGEP	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
HTN3	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL18BP	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
FUT4	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHKB-CPT1B	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARID1A	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
OPRK1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
MMEL1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCDC51	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC39A8	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
LAT	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
BCL2L13	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
KIAA1549L	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDIP1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
ITPR2	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
GYPB	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
SGMS2	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
SDHA	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data
HNRNPF	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
METTL4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
AGFG1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NME4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACKR4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADI1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CACNA1A	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
C2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DIDO1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
APOO	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
AP3B1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
B4GALT2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ERLIN1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
OIP5-AS1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCND3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
EDEM2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP4K2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CASP8AP2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NANP	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTPN2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
WNK3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TREX1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SBNO1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
UPF1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DISC1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TPX2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TGFBRAP1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC3A2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC12A9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
POPDC1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPN1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CST2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NSFL1C	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRIM36	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ZNF438	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CLEC11A	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
XCR1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP2K3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CISH	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAD52	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ELF1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLXNA2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
C5orf24	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCA2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
HPRT1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SECISBP2L	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC44A3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
AGPAT1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DYNLL1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DIO3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FXYD1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANXA7	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NKILA	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDHR3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MCM6	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TCF15	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNV2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RNASE1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPS6KB2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMIGD2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRIP10	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
EXOSC9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RNASE8	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RC3H2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PHKA2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
LPO	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
HAO1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRLS1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CMPK2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACACB	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
BLOC1S3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MFF	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMEM132A	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
GSTZ1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
B3GAT2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPP1CA	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATP2B4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RLN1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
COX5B	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ELF3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
BICD1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC25A18	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NLRP2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDCP1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLX4IP	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SAG	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRAC1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FGR	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
G6PC2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC7A9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPR39	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CA8	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CRIPTO	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RNF31	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DCAF1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MRE11	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLD2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCDC47	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
HSF2BP	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL17D	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC10A5	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCD2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPS6KA3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
H3C14	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP4K4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CA14	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
LCN10	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NPR2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
COL17A1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CGAS	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRLR	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TAB3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NRAS	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATAD1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FANCB	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADGRG1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
IRX5	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DIPK2B	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TTC5	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SBNO2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TAX1BP1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACKR2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
